ensembl_gene_id	rnorvegicus_homolog_ensembl_gene	rnorvegicus_homolog_dn	rnorvegicus_homolog_ds	rnorvegicus_homolog_orthology_type	dnds
ENSG00000112739	ENSRNOG00000016705	0.0218	0.584	ortholog_one2one	0.0373287671232877
ENSG00000112742	ENSRNOG00000029055	0.1213	0.5848	ortholog_one2one	0.207421340629275
ENSG00000112759	ENSRNOG00000019752	0.124	0.6304	ortholog_one2one	0.196700507614213
ENSG00000112761	ENSRNOG00000000597	0.1399	0.5306	ortholog_one2one	0.263663776856389
ENSG00000112769	ENSRNOG00000000599	0.0645	0.6074	ortholog_one2one	0.106190319394139
ENSG00000112773	ENSRNOG00000010240	0.015	0.422	ortholog_one2one	0.0355450236966825
ENSG00000112782	ENSRNOG00000047218	0.0386	0.5465	ortholog_one2one	0.0706312900274474
ENSG00000112787	ENSRNOG00000030721	0.1811	0.9076	ortholog_one2one	0.199537241075364
ENSG00000112796	ENSRNOG00000010232	0.0957	0.5543	ortholog_one2one	0.172650189428108
ENSG00000112799	ENSRNOG00000000137	0.1915	0.5803	ortholog_one2one	0.330001723246597
ENSG00000112812	ENSRNOG00000057865	0.1637	0.6256	ortholog_one2one	0.261668797953964
ENSG00000112837	ENSRNOG00000010685	0.0356	0.4532	ortholog_one2one	0.0785525154457193
ENSG00000112852	ENSRNOG00000039476	0.1349	0.6401	ortholog_one2one	0.21074832057491
ENSG00000112855	ENSRNOG00000016087	0.0912	0.4431	ortholog_one2one	0.205822613405552
ENSG00000112874	ENSRNOG00000022576	0.0688	0.6861	ortholog_one2one	0.10027692756158
ENSG00000112877	ENSRNOG00000015465	0.2311	0.8573	ortholog_one2one	0.269567246004899
ENSG00000112893	ENSRNOG00000015439	0.1284	0.6306	ortholog_one2one	0.203615604186489
ENSG00000112902	ENSRNOG00000011977	0.0309	0.7212	ortholog_one2one	0.0428452579034942
ENSG00000112936	ENSRNOG00000061379	0.1483	0.623	ortholog_one2one	0.238041733547352
ENSG00000112941	ENSRNOG00000017613	0.0306	0.6044	ortholog_one2one	0.0506287227001985
ENSG00000112964	ENSRNOG00000015654	0.1917	0.3865	ortholog_one2one	0.495989650711514
ENSG00000112972	ENSRNOG00000016552	0.0247	0.4314	ortholog_one2one	0.0572554473806212
ENSG00000112981	ENSRNOG00000020118	0.0669	0.6947	ortholog_one2one	0.0963005613934072
ENSG00000112983	ENSRNOG00000020340	0.0533	0.4326	ortholog_one2one	0.123208506703652
ENSG00000112984	ENSRNOG00000024428	0.0689	0.4883	ortholog_one2one	0.141101781691583
ENSG00000112992	ENSRNOG00000026842	0.0375	0.562	ortholog_one2one	0.0667259786476868
ENSG00000112996	ENSRNOG00000012136	0.1724	0.4783	ortholog_one2one	0.360443236462471
ENSG00000113013	ENSRNOG00000019525	0.0075	0.4729	ortholog_one2one	0.0158595897652781
ENSG00000113048	ENSRNOG00000017272	0.1387	0.5147	ortholog_one2one	0.269477365455605
ENSG00000113068	ENSRNOG00000018653	0.0125	0.397	ortholog_one2one	0.0314861460957179
ENSG00000113070	ENSRNOG00000018646	0.1035	0.5323	ortholog_one2one	0.194439226000376
ENSG00000113073	ENSRNOG00000018525	0.1052	0.4257	ortholog_one2one	0.24712238665727
ENSG00000113083	ENSRNOG00000014426	0.0734	0.8472	ortholog_one2one	0.0866383380547687
ENSG00000113088	ENSRNOG00000010661	0.1657	0.6425	ortholog_one2one	0.257898832684825
ENSG00000113100	ENSRNOG00000033837	0.0396	0.6323	ortholog_one2one	0.0626284991301597
ENSG00000113108	ENSRNOG00000017849	0.0487	0.47	ortholog_one2one	0.103617021276596
ENSG00000113119	ENSRNOG00000017718	0.0985	0.4243	ortholog_one2one	0.232147065755362
ENSG00000113140	ENSRNOG00000012840	0.0382	0.6145	ortholog_one2one	0.0621643612693246
ENSG00000113161	ENSRNOG00000016122	0.0406	0.6065	ortholog_one2one	0.0669414674361088
ENSG00000113163	ENSRNOG00000015686	0.0194	0.4419	ortholog_one2one	0.0439013351436977
ENSG00000113194	ENSRNOG00000017607	0.0112	0.4442	ortholog_one2one	0.025213867627195
ENSG00000113196	ENSRNOG00000002582	0.0331	0.5837	ortholog_one2one	0.0567072126092171
ENSG00000113205	ENSRNOG00000020095	0.1194	0.6555	ortholog_one2one	0.182151029748284
ENSG00000113211	ENSRNOG00000020062	0.1372	0.7371	ortholog_one2one	0.186134852801519
ENSG00000113212	ENSRNOG00000020054	0.1278	0.6691	ortholog_one2one	0.191002839635331
ENSG00000113240	ENSRNOG00000003714	0.0088	0.5415	ortholog_one2one	0.0162511542012927
ENSG00000113248	ENSRNOG00000020028	0.1496	0.563	ortholog_one2one	0.265719360568384
ENSG00000113262	ENSRNOG00000000233	0.0293	0.8006	ortholog_one2one	0.0365975518361229
ENSG00000113263	ENSRNOG00000006860	0.0292	0.5659	ortholog_one2one	0.0515992224774695
ENSG00000113269	ENSRNOG00000046330	0.035	0.3792	ortholog_one2one	0.0922995780590717
ENSG00000113272	ENSRNOG00000005539	0.0875	0.545	ortholog_one2one	0.160550458715596
ENSG00000113273	ENSRNOG00000011150	0.1334	0.5585	ortholog_one2one	0.238854073410922
ENSG00000113282	ENSRNOG00000005406	0.0323	0.4412	ortholog_one2one	0.0732094288304624
ENSG00000113296	ENSRNOG00000012471	0.0332	0.6144	ortholog_one2one	0.0540364583333333
ENSG00000113300	ENSRNOG00000054891	0.0263	0.2962	ortholog_one2one	0.0887913571910871
ENSG00000113302	ENSRNOG00000004380	0.2021	0.6881	ortholog_one2one	0.293707309984014
ENSG00000113312	ENSRNOG00000003980	0.0952	0.6805	ortholog_one2one	0.139897134459956
ENSG00000113318	ENSRNOG00000013673	0.1171	0.555	ortholog_one2one	0.210990990990991
ENSG00000113319	ENSRNOG00000056151	0.0379	0.6104	ortholog_one2one	0.0620904325032765
ENSG00000113327	ENSRNOG00000003241	0.0096	0.5124	ortholog_one2one	0.0187353629976581
ENSG00000113328	ENSRNOG00000003256	0.0352	0.458	ortholog_one2one	0.0768558951965066
ENSG00000113360	ENSRNOG00000013451	0.0172	0.545	ortholog_one2one	0.0315596330275229
ENSG00000113361	ENSRNOG00000013535	0.0253	0.4755	ortholog_one2one	0.0532071503680336
ENSG00000113368	ENSRNOG00000013774	0.0278	0.5716	ortholog_one2one	0.0486354093771868
ENSG00000113369	ENSRNOG00000045649	0.0102	0.2481	ortholog_one2one	0.0411124546553809
ENSG00000113384	ENSRNOG00000012186	0.0062	0.2894	ortholog_one2one	0.0214236351071182
ENSG00000113387	ENSRNOG00000050563	0.0313	0.6429	ortholog_one2one	0.0486856431793436
ENSG00000113389	ENSRNOG00000019184	0.0425	0.566	ortholog_one2one	0.0750883392226148
ENSG00000113391	ENSRNOG00000013844	0.0279	0.5193	ortholog_one2one	0.0537261698440208
ENSG00000113396	ENSRNOG00000058193	0.1275	0.5576	ortholog_one2one	0.228658536585366
ENSG00000113407	ENSRNOG00000019023	0.0258	0.6662	ortholog_one2one	0.0387271089762834
ENSG00000113430	ENSRNOG00000012720	0.1042	1.0172	ortholog_one2one	0.102438065277232
ENSG00000113448	ENSRNOG00000042536	0.0715	0.6049	ortholog_one2one	0.118201355595966
ENSG00000113456	ENSRNOG00000018063	0.0488	0.5037	ortholog_one2one	0.0968830653166567
ENSG00000113460	ENSRNOG00000018021	0.0471	0.5627	ortholog_one2one	0.0837035720632664
ENSG00000113492	ENSRNOG00000017821	0.0959	0.4847	ortholog_one2one	0.197854342892511
ENSG00000113494	ENSRNOG00000057557	0.2007	0.4285	ortholog_one2one	0.468378063010502
ENSG00000113504	ENSRNOG00000016372	0.0435	1.2471	ortholog_one2one	0.0348809237430839
ENSG00000113520	ENSRNOG00000007624	0.4497	1.3592	ortholog_one2one	0.330856386109476
ENSG00000113525	ENSRNOG00000008111	0.2264	0.5251	ortholog_one2one	0.431155970291373
ENSG00000113532	ENSRNOG00000019128	0.012	0.4463	ortholog_one2one	0.026887743670177
ENSG00000113552	ENSRNOG00000047213	0.022	0.4484	ortholog_one2one	0.0490633363068689
ENSG00000113555	ENSRNOG00000019265	0.1183	0.558	ortholog_one2one	0.212007168458781
ENSG00000113558	ENSRNOG00000005828	0.0026	0.3105	ortholog_one2one	0.00837359098228663
ENSG00000113569	ENSRNOG00000013411	0.0266	0.5562	ortholog_one2one	0.0478245235526789
ENSG00000113578	ENSRNOG00000013867	0.0205	0.5484	ortholog_one2one	0.037381473377097
ENSG00000113583	ENSRNOG00000006148	0.2332	1.0797	ortholog_one2one	0.215985922015375
ENSG00000113593	ENSRNOG00000012505	0.0167	0.4736	ortholog_one2one	0.0352618243243243
ENSG00000113594	ENSRNOG00000011696	0.1571	0.7382	ortholog_one2one	0.212814955296668
ENSG00000113595	ENSRNOG00000012354	0.0095	0.4887	ortholog_one2one	0.019439328831594
ENSG00000113597	ENSRNOG00000012124	0.0155	0.5313	ortholog_one2one	0.0291737248258987
ENSG00000113600	ENSRNOG00000013736	0.2128	0.7299	ortholog_one2one	0.291546787231128
ENSG00000113615	ENSRNOG00000004563	0.0604	0.3775	ortholog_one2one	0.16
ENSG00000113621	ENSRNOG00000000133	0.1242	0.8434	ortholog_one2one	0.147261086080152
ENSG00000113638	ENSRNOG00000013217	0.0943	0.6147	ortholog_one2one	0.153408166585326
ENSG00000113643	ENSRNOG00000007739	0.0441	0.5747	ortholog_one2one	0.0767356881851401
ENSG00000113645	ENSRNOG00000008065	0.0403	0.6104	ortholog_one2one	0.0660222804718218
ENSG00000113648	ENSRNOG00000011523	0.0076	0.5137	ortholog_one2one	0.0147946272143274
ENSG00000113649	ENSRNOG00000018849	0.0104	0.3451	ortholog_one2one	0.0301361924079977
ENSG00000113657	ENSRNOG00000018992	0.0121	0.5125	ortholog_one2one	0.023609756097561
ENSG00000113658	ENSRNOG00000022870	0.002	0.57	ortholog_one2one	0.00350877192982456
ENSG00000113712	ENSRNOG00000017106	0.0013	0.1886	ortholog_one2one	0.00689289501590668
ENSG00000113716	ENSRNOG00000018132	0.0538	0.3749	ortholog_one2one	0.14350493464924
ENSG00000113719	ENSRNOG00000003508	0.0118	0.9073	ortholog_one2one	0.0130056210735148
ENSG00000113721	ENSRNOG00000018461	0.0726	0.7461	ortholog_one2one	0.0973059911540008
ENSG00000113722	ENSRNOG00000060334	0.1238	0.918	ortholog_one2one	0.134858387799564
ENSG00000113732	ENSRNOG00000003269	0.248	1.4212	ortholog_one2one	0.174500422178441
ENSG00000113734	ENSRNOG00000020753	0.0255	0.6566	ortholog_one2one	0.0388364300944258
ENSG00000113739	ENSRNOG00000020729	0.0715	0.712	ortholog_one2one	0.100421348314607
ENSG00000113742	ENSRNOG00000033169	0.005	0.3421	ortholog_one2one	0.0146156094709149
ENSG00000113749	ENSRNOG00000018260	0.086	0.6415	ortholog_one2one	0.134060795011691
ENSG00000113758	ENSRNOG00000014170	0.0601	0.5035	ortholog_one2one	0.119364448857994
ENSG00000113761	ENSRNOG00000016867	0.1023	0.4779	ortholog_one2one	0.214061519146265
ENSG00000113763	ENSRNOG00000059840	0.0171	0.7404	ortholog_one2one	0.023095623987034
ENSG00000113790	ENSRNOG00000001770	0.1428	0.5655	ortholog_one2one	0.252519893899204
ENSG00000113805	ENSRNOG00000006144	0.0478	0.5101	ortholog_one2one	0.0937071162517153
ENSG00000113810	ENSRNOG00000010274	0.0556	0.5734	ortholog_one2one	0.0969654691314963
ENSG00000113812	ENSRNOG00000015280	0.0129	0.546	ortholog_one2one	0.0236263736263736
ENSG00000113838	ENSRNOG00000026458	0.1014	0.4661	ortholog_one2one	0.217549881999571
ENSG00000113845	ENSRNOG00000002999	0.1757	0.6105	ortholog_one2one	0.287796887796888
ENSG00000113851	ENSRNOG00000006534	0.0193	0.4418	ortholog_one2one	0.0436849253055681
ENSG00000113889	ENSRNOG00000030387	0.3041	0.5932	ortholog_one2one	0.512643290627107
ENSG00000113905	ENSRNOG00000001809	0.2658	0.6769	ortholog_one2one	0.392672477470823
ENSG00000113916	ENSRNOG00000001843	0.0232	0.5356	ortholog_one2one	0.0433159073935773
ENSG00000113924	ENSRNOG00000002701	0.0418	0.4741	ortholog_one2one	0.0881670533642691
ENSG00000113946	ENSRNOG00000055138	0.0486	0.6287	ortholog_one2one	0.0773023699697789
ENSG00000113966	ENSRNOG00000001689	0.0252	0.4393	ortholog_one2one	0.0573639881629866
ENSG00000114013	ENSRNOG00000038835	0.4638	0.7749	ortholog_one2one	0.598528842431281
ENSG00000114019	ENSRNOG00000008487	0.0567	0.6835	ortholog_one2one	0.0829553767373811
ENSG00000114021	ENSRNOG00000027797	0.0633	0.3658	ortholog_one2one	0.173045379989065
ENSG00000114026	ENSRNOG00000052140	0.1366	0.6297	ortholog_one2one	0.216928696204542
ENSG00000114030	ENSRNOG00000051711	0.0077	0.3173	ortholog_one2one	0.0242672549637567
ENSG00000114054	ENSRNOG00000015869	0.0411	0.5348	ortholog_one2one	0.0768511593118923
ENSG00000114062	ENSRNOG00000015734	0.0196	0.317	ortholog_one2one	0.0618296529968454
ENSG00000114098	ENSRNOG00000014521	0.0065	0.3158	ortholog_one2one	0.0205826472450918
ENSG00000114107	ENSRNOG00000022845	0.1457	0.4565	ortholog_one2one	0.319167579408543
ENSG00000114113	ENSRNOG00000013932	0.0557	0.6255	ortholog_one2one	0.089048760991207
ENSG00000114115	ENSRNOG00000013794	0.0226	0.6826	ortholog_one2one	0.0331087020216818
ENSG00000114125	ENSRNOG00000011663	0.0144	0.3334	ortholog_one2one	0.0431913617276545
ENSG00000114126	ENSRNOG00000011241	0.0326	0.3568	ortholog_one2one	0.0913677130044843
ENSG00000114127	ENSRNOG00000042951	0.0618	0.4245	ortholog_one2one	0.145583038869258
ENSG00000114200	ENSRNOG00000009826	0.118	0.7168	ortholog_one2one	0.164620535714286
ENSG00000114204	ENSRNOG00000009903	0.1334	0.5113	ortholog_one2one	0.260903579112067
ENSG00000114209	ENSRNOG00000010147	0.0094	0.2136	ortholog_one2one	0.0440074906367041
ENSG00000114248	ENSRNOG00000027971	0.19	0.6578	ortholog_one2one	0.288841593189419
ENSG00000114251	ENSRNOG00000015618	0.0057	0.7362	ortholog_one2one	0.00774246128769356
ENSG00000114302	ENSRNOG00000020284	0.0673	0.3967	ortholog_one2one	0.169649609276531
ENSG00000114315	ENSRNOG00000001720	0.0064	0.3699	ortholog_one2one	0.0173019735063531
ENSG00000114316	ENSRNOG00000054863	0.0541	0.4669	ortholog_one2one	0.115870636110516
ENSG00000114331	ENSRNOG00000001730	0.019	0.5355	ortholog_one2one	0.0354808590102708
ENSG00000114346	ENSRNOG00000024365	0.052	0.662	ortholog_one2one	0.0785498489425982
ENSG00000114353	ENSRNOG00000016592	0.0071	0.5594	ortholog_one2one	0.0126921701823382
ENSG00000114354	ENSRNOG00000001633	0.0264	0.3498	ortholog_one2one	0.0754716981132075
ENSG00000114374	ENSRNOG00000058664	0.0901	0.6094	ortholog_one2one	0.147850344601247
ENSG00000114378	ENSRNOG00000015858	0.1546	0.5714	ortholog_one2one	0.270563528176409
ENSG00000114383	ENSRNOG00000021528	0.0301	0.397	ortholog_one2one	0.0758186397984887
ENSG00000114388	ENSRNOG00000021660	0.0073	0.6509	ortholog_one2one	0.0112152404363189
ENSG00000114395	ENSRNOG00000021887	0.0235	0.5252	ortholog_one2one	0.0447448591012947
ENSG00000114405	ENSRNOG00000039871	0.2062	0.404	ortholog_one2one	0.51039603960396
ENSG00000114416	ENSRNOG00000051480	0.0033	0.2444	ortholog_one2one	0.0135024549918167
ENSG00000114423	ENSRNOG00000001982	0.0213	0.5237	ortholog_one2one	0.0406721405384762
ENSG00000114439	ENSRNOG00000001971	0.068	0.3824	ortholog_one2one	0.177824267782427
ENSG00000114446	ENSRNOG00000001958	0.0456	0.5248	ortholog_one2one	0.086890243902439
ENSG00000114473	ENSRNOG00000026420	0.2856	0.7491	ortholog_one2one	0.381257509010813
ENSG00000114480	ENSRNOG00000051232	0.0673	0.6998	ortholog_one2one	0.0961703343812518
ENSG00000114487	ENSRNOG00000032101	0.2047	0.5604	ortholog_one2one	0.365274803711635
ENSG00000114491	ENSRNOG00000001797	0.0601	0.6192	ortholog_one2one	0.0970607235142119
ENSG00000114520	ENSRNOG00000001786	0.031	0.5129	ortholog_one2one	0.0604406317020862
ENSG00000114529	ENSRNOG00000022136	0.6225	1.0976	ortholog_one2one	0.567146501457726
ENSG00000114541	ENSRNOG00000007764	0.03	0.5816	ortholog_one2one	0.0515818431911967
ENSG00000114544	ENSRNOG00000045821	0.1474	0.6892	ortholog_one2one	0.213871154962275
ENSG00000114554	ENSRNOG00000017003	0.0188	0.961	ortholog_one2one	0.0195629552549428
ENSG00000114573	ENSRNOG00000001992	0.0116	0.4932	ortholog_one2one	0.0235198702351987
ENSG00000114626	ENSRNOG00000015762	0.0277	0.9833	ortholog_one2one	0.0281704464558121
ENSG00000114631	ENSRNOG00000016255	0.1441	0.6793	ortholog_one2one	0.212130133961431
ENSG00000114638	ENSRNOG00000027380	0.0604	0.5751	ortholog_one2one	0.105025213006434
ENSG00000114646	ENSRNOG00000020833	0.0786	0.5831	ortholog_one2one	0.134796775853198
ENSG00000114648	ENSRNOG00000020880	0.0108	0.5013	ortholog_one2one	0.0215439856373429
ENSG00000114650	ENSRNOG00000020853	0.0402	0.5623	ortholog_one2one	0.0714920860750489
ENSG00000114654	ENSRNOG00000009787	0.1878	1.0036	ortholog_one2one	0.187126345157433
ENSG00000114670	ENSRNOG00000042432	0.1776	0.6253	ortholog_one2one	0.284023668639053
ENSG00000114686	ENSRNOG00000012650	0.0982	0.5682	ortholog_one2one	0.172826469552974
ENSG00000114698	ENSRNOG00000008151	0.1052	0.4869	ortholog_one2one	0.216060792770589
ENSG00000114735	ENSRNOG00000015458	0.1218	0.4761	ortholog_one2one	0.255828607435413
ENSG00000114737	ENSRNOG00000029543	0.0638	0.6109	ortholog_one2one	0.104436077917826
ENSG00000114738	ENSRNOG00000014832	0.0285	0.555	ortholog_one2one	0.0513513513513513
ENSG00000114739	ENSRNOG00000014477	0.0043	0.52	ortholog_one2one	0.00826923076923077
ENSG00000114742	ENSRNOG00000016942	0.0161	0.6204	ortholog_one2one	0.0259509993552547
ENSG00000114744	ENSRNOG00000043386	0.0383	0.5129	ortholog_one2one	0.0746734256190291
ENSG00000114745	ENSRNOG00000018047	0.1125	0.5711	ortholog_one2one	0.196988268254246
ENSG00000114757	ENSRNOG00000011211	0.0164	0.5439	ortholog_one2one	0.030152601581173
ENSG00000114767	ENSRNOG00000012927	0.0358	0.6788	ortholog_one2one	0.0527401296405421
ENSG00000114770	ENSRNOG00000029178	0.03	0.5248	ortholog_one2one	0.0571646341463415
ENSG00000114771	ENSRNOG00000013950	0.2072	0.981	ortholog_one2one	0.211213047910296
ENSG00000114779	ENSRNOG00000012073	0.085	0.4902	ortholog_one2one	0.173398612811098
ENSG00000114790	ENSRNOG00000014549	0.0669	0.6129	ortholog_one2one	0.109153206069506
ENSG00000114796	ENSRNOG00000033372	0.0038	0.4426	ortholog_one2one	0.00858563036601898
ENSG00000114805	ENSRNOG00000009955	0.0909	0.5033	ortholog_one2one	0.180607987283926
ENSG00000114812	ENSRNOG00000047457	0.2077	1.3403	ortholog_one2one	0.154965306274715
ENSG00000114841	ENSRNOG00000026914	0.0638	0.8006	ortholog_one2one	0.0796902323257557
ENSG00000114850	ENSRNOG00000011148	0.0077	0.2687	ortholog_one2one	0.0286564942314849
ENSG00000114853	ENSRNOG00000019382	0.0913	1.7072	ortholog_one2one	0.053479381443299
ENSG00000114854	ENSRNOG00000018943	0.0025	0.7713	ortholog_one2one	0.00324128095423311
ENSG00000114857	ENSRNOG00000049128	0.1467	0.7125	ortholog_one2one	0.205894736842105
ENSG00000114902	ENSRNOG00000018075	0.1987	0.5225	ortholog_one2one	0.380287081339713
ENSG00000114904	ENSRNOG00000017997	0.1492	0.4785	ortholog_one2one	0.311807732497388
ENSG00000114923	ENSRNOG00000020138	0.0221	0.6413	ortholog_one2one	0.0344612505847497
ENSG00000114933	ENSRNOG00000024272	0.0242	0.3007	ortholog_one2one	0.0804788826072497
ENSG00000114942	ENSRNOG00000024186	0.0314	0.4422	ortholog_one2one	0.0710085933966531
ENSG00000114948	ENSRNOG00000012424	0.0434	0.4758	ortholog_one2one	0.0912147961328289
ENSG00000114956	ENSRNOG00000011617	0.1727	0.5511	ortholog_one2one	0.313373253493014
ENSG00000114982	ENSRNOG00000015417	0.0278	0.3718	ortholog_one2one	0.0747713824636902
ENSG00000114988	ENSRNOG00000015699	0.0481	0.4265	ortholog_one2one	0.112778429073857
ENSG00000114999	ENSRNOG00000018205	0.0252	0.4686	ortholog_one2one	0.0537772087067862
ENSG00000115008	ENSRNOG00000004575	0.2615	0.6352	ortholog_one2one	0.411681360201511
ENSG00000115020	ENSRNOG00000015158	0.0346	0.3905	ortholog_one2one	0.0886043533930858
ENSG00000115041	ENSRNOG00000014152	0.0307	0.8571	ortholog_one2one	0.0358184575895461
ENSG00000115042	ENSRNOG00000013974	0.0889	0.5265	ortholog_one2one	0.168850902184236
ENSG00000115053	ENSRNOG00000018273	0.0766	0.4933	ortholog_one2one	0.155280762213663
ENSG00000115073	ENSRNOG00000016789	0.0046	0.5974	ortholog_one2one	0.00770003347840643
ENSG00000115084	ENSRNOG00000003403	0.0336	0.4935	ortholog_one2one	0.0680851063829787
ENSG00000115091	ENSRNOG00000003206	0.0183	0.3483	ortholog_one2one	0.0525409130060293
ENSG00000115107	ENSRNOG00000049471	0.0705	0.9619	ortholog_one2one	0.0732924420417923
ENSG00000115109	ENSRNOG00000002538	0.1013	0.5165	ortholog_one2one	0.196127783155857
ENSG00000115112	ENSRNOG00000002414	0.0287	0.6993	ortholog_one2one	0.041041041041041
ENSG00000115128	ENSRNOG00000046172	0.1033	0.8661	ortholog_one2one	0.119270292114075
ENSG00000115137	ENSRNOG00000003988	0.0943	0.6043	ortholog_one2one	0.156048320370677
ENSG00000115138	ENSRNOG00000012686	0.0846	1.3018	ortholog_one2one	0.0649869411583961
ENSG00000115145	ENSRNOG00000027447	0.0832	0.5479	ortholog_one2one	0.151852527833546
ENSG00000115155	ENSRNOG00000009967	0.0218	0.746	ortholog_one2one	0.0292225201072386
ENSG00000115159	ENSRNOG00000033824	0.0514	0.7143	ortholog_one2one	0.0719585608287834
ENSG00000115163	ENSRNOG00000032178	0.1576	0.608	ortholog_one2one	0.259210526315789
ENSG00000115165	ENSRNOG00000004772	0.1055	0.5578	ortholog_one2one	0.189135891000359
ENSG00000115170	ENSRNOG00000005033	0.0127	0.5057	ortholog_one2one	0.0251137037769428
ENSG00000115183	ENSRNOG00000025394	0.0575	0.523	ortholog_one2one	0.109942638623327
ENSG00000115194	ENSRNOG00000006204	0.069	0.6644	ortholog_one2one	0.103853100541842
ENSG00000115204	ENSRNOG00000049430	0.0358	0.3692	ortholog_one2one	0.0969664138678223
ENSG00000115207	ENSRNOG00000056904	0.064	0.3237	ortholog_one2one	0.197713932653692
ENSG00000115211	ENSRNOG00000005301	0.0901	0.3958	ortholog_one2one	0.227640222334512
ENSG00000115216	ENSRNOG00000050570	0.0035	0.3074	ortholog_one2one	0.0113858165256994
ENSG00000115221	ENSRNOG00000008346	0.0471	0.5235	ortholog_one2one	0.0899713467048711
ENSG00000115232	ENSRNOG00000004861	0.0849	0.5433	ortholog_one2one	0.156267255659856
ENSG00000115234	ENSRNOG00000026884	0.0661	0.4596	ortholog_one2one	0.143820713664056
ENSG00000115239	ENSRNOG00000032471	0.0907	0.3943	ortholog_one2one	0.230027897539944
ENSG00000115241	ENSRNOG00000026905	0.0271	0.2863	ortholog_one2one	0.0946559552916521
ENSG00000115252	ENSRNOG00000054212	0.0413	0.4653	ortholog_one2one	0.0887599398237696
ENSG00000115255	ENSRNOG00000033262	0.161	0.6656	ortholog_one2one	0.241887019230769
ENSG00000115257	ENSRNOG00000016405	0.1346	1.263	ortholog_one2one	0.106571654790182
ENSG00000115263	ENSRNOG00000005498	0.0496	0.4097	ortholog_one2one	0.12106419331218
ENSG00000115266	ENSRNOG00000033791	0.0908	1.9145	ortholog_one2one	0.0474275267693915
ENSG00000115267	ENSRNOG00000006227	0.1212	0.7034	ortholog_one2one	0.172305942564686
ENSG00000115271	ENSRNOG00000007359	0.1099	0.6054	ortholog_one2one	0.181532870829204
ENSG00000115286	ENSRNOG00000024568	0.0717	1.5029	ortholog_one2one	0.0477077649876905
ENSG00000115290	ENSRNOG00000052498	0.0814	0.497	ortholog_one2one	0.163782696177062
ENSG00000115295	ENSRNOG00000008806	0.0738	0.6897	ortholog_one2one	0.107003044802088
ENSG00000115306	ENSRNOG00000005434	0.0153	0.5683	ortholog_one2one	0.0269224001407707
ENSG00000115307	ENSRNOG00000007842	0.0457	0.2669	ortholog_one2one	0.171225177969277
ENSG00000115310	ENSRNOG00000004621	0.1368	0.3836	ortholog_one2one	0.356621480709072
ENSG00000115317	ENSRNOG00000022448	0.0773	0.3856	ortholog_one2one	0.200466804979253
ENSG00000115318	ENSRNOG00000061373	0.0382	0.5277	ortholog_one2one	0.0723896153117301
ENSG00000115325	ENSRNOG00000007412	0.0835	0.5515	ortholog_one2one	0.151405258386219
ENSG00000115339	ENSRNOG00000005727	0.0414	0.5517	ortholog_one2one	0.0750407830342577
ENSG00000115355	ENSRNOG00000004057	0.0251	0.4494	ortholog_one2one	0.0558522474410325
ENSG00000115361	ENSRNOG00000012966	0.0811	0.6282	ortholog_one2one	0.129099013053168
ENSG00000115363	ENSRNOG00000007118	0.0633	0.7949	ortholog_one2one	0.0796326581959995
ENSG00000115364	ENSRNOG00000006968	0.118	0.7135	ortholog_one2one	0.165381920112123
ENSG00000115365	ENSRNOG00000013557	0.0467	0.5276	ortholog_one2one	0.0885140257771039
ENSG00000115368	ENSRNOG00000003825	0.0914	0.5022	ortholog_one2one	0.18199920350458
ENSG00000115380	ENSRNOG00000003553	0.0343	0.5196	ortholog_one2one	0.0660123171670516
ENSG00000115386	ENSRNOG00000006486	0.2121	0.6858	ortholog_one2one	0.309273840769904
ENSG00000115392	ENSRNOG00000027249	0.1192	0.5194	ortholog_one2one	0.229495571813631
ENSG00000115414	ENSRNOG00000014288	0.0406	0.5156	ortholog_one2one	0.0787432117920869
ENSG00000115415	ENSRNOG00000014079	0.0368	0.6449	ortholog_one2one	0.0570631105597767
ENSG00000115419	ENSRNOG00000056246	0.0227	0.4164	ortholog_one2one	0.0545148895292988
ENSG00000115421	ENSRNOG00000006261	0.03	0.4121	ortholog_one2one	0.0727978645959718
ENSG00000115423	ENSRNOG00000015581	0.066	0.6498	ortholog_one2one	0.101569713758079
ENSG00000115425	ENSRNOG00000055295	0.2139	0.6609	ortholog_one2one	0.323649568769859
ENSG00000115446	ENSRNOG00000018128	0.0212	0.5801	ortholog_one2one	0.0365454232028961
ENSG00000115457	ENSRNOG00000016957	0.0577	0.7044	ortholog_one2one	0.0819136854060193
ENSG00000115459	ENSRNOG00000038102	0.1264	0.5359	ortholog_one2one	0.235864900167942
ENSG00000115461	ENSRNOG00000017206	0.0269	0.5556	ortholog_one2one	0.0484161267098632
ENSG00000115464	ENSRNOG00000051889	0.0155	0.4419	ortholog_one2one	0.0350758090065626
ENSG00000115468	ENSRNOG00000015596	0.1131	0.7331	ortholog_one2one	0.15427636066021
ENSG00000115474	ENSRNOG00000016057	0.0321	0.3368	ortholog_one2one	0.0953087885985748
ENSG00000115484	ENSRNOG00000009642	0.0158	0.452	ortholog_one2one	0.0349557522123894
ENSG00000115486	ENSRNOG00000012975	0.0621	0.4262	ortholog_one2one	0.145706241201314
ENSG00000115504	ENSRNOG00000008917	0.0634	0.5524	ortholog_one2one	0.114771904417089
ENSG00000115507	ENSRNOG00000059469	0.0125	0.6783	ortholog_one2one	0.0184284240011794
