pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
CAL	LG4	46001	47000	0.0002683226004293	954	7	26088	792
GRA	LG4	46001	47000	0.0018534934321863	954	46	24818	2062
CLV	LG4	46001	47000	0.0143040944524332	954	189	13213	1187
LON	LG4	47001	48000	0.0017699843582777	887	43	24294	682
CAL	LG4	47001	48000	0.0017348919823206	887	42	24209	767
CLV	LG4	47001	48000	0.012563323201621	773	62	4935	8445
GRA	LG4	47001	48000	0.0028772247112499	887	70	24329	647
PUN-R	LG4	47001	48000	0.0069272771725842	887	255	36811	3329
PUN-Y	LG4	47001	48000	0.0065366811614532	887	233	35645	4495
PAR	LG4	47001	48000	0.0035025493238749	887	79	22555	2421
ARI	LG4	47001	48000	0.0038459838203439	887	87	22621	2355
AUR	LG4	47001	48000	0.0055822466254861	865	122	21855	3121
PAR	LG4	48001	49000	0.0057926240586985	851	120	20716	3196
LON	LG4	48001	49000	0.0068096070672678	835	148	21734	2178
AUR	LG4	48001	49000	0.0051825567279858	836	111	21418	2494
ARI	LG4	48001	49000	0.0080550805508055	851	179	22222	1690
CLV	LG4	48001	49000	0.0176009183087813	438	92	5227	7583
GRA	LG4	48001	49000	0.0087474976064061	851	201	22978	934
PUN-R	LG4	48001	49000	0.0114099894457597	835	400	35057	3373
PUN-Y	LG4	48001	49000	0.0108077529996724	851	363	33587	4843
CAL	LG4	48001	49000	0.0108041575492341	851	237	21936	1976
PAR	LG4	49001	50000	0.0124471299093655	668	206	16550	2182
CAL	LG4	49001	50000	0.0152575427325914	668	266	17434	1298
CLV	LG4	49001	50000	0.0	414	0	2421	7614
LON	LG4	49001	50000	0.0171593611960584	668	303	17658	1074
PUN-Y	LG4	49001	50000	0.0152424942263279	668	396	25980	4125
GRA	LG4	49001	50000	0.0208385016125031	667	336	16124	2608
PUN-R	LG4	49001	50000	0.0179745904652967	668	440	24479	5626
AUR	LG4	49001	50000	0.0076215043677082	668	130	17057	1675
ARI	LG4	49001	50000	0.0125437902587863	668	222	17698	1034
PAR	LG4	50001	51000	0.008825102513817	834	198	22436	1112
ARI	LG4	50001	51000	0.0083513054650575	834	182	21793	1755
CLV	LG4	50001	51000	0.0022237046920169	435	10	4497	8118
CAL	LG4	50001	51000	0.011030774935113	834	238	21576	1972
GRA	LG4	50001	51000	0.0195904756942635	783	376	19193	4355
PUN-R	LG4	50001	51000	0.0131950040290088	834	393	29784	8061
PUN-Y	LG4	50001	51000	0.0127918602599541	834	435	34006	3839
AUR	LG4	50001	51000	0.0083394428152492	833	182	21824	1724
LON	LG4	50001	51000	0.0190088897295252	834	402	21148	2400
AUR	LG4	51001	52000	0.0052271638280263	854	120	22957	1039
CLV	LG4	51001	52000	0.0049504950495049	760	54	10908	1947
LON	LG4	51001	52000	0.012095500293361	844	268	22157	1839
PUN-R	LG4	51001	52000	0.0231356693620844	850	824	35616	2949
GRA	LG4	51001	52000	0.0315432742440041	854	726	23016	980
ARI	LG4	51001	52000	0.0108686008339987	854	245	22542	1454
CAL	LG4	51001	52000	0.0065333684118214	850	149	22806	1190
PUN-Y	LG4	51001	52000	0.0137882018479033	830	485	35175	3390
PAR	LG4	51001	52000	0.0029713668287412	851	66	22212	1784
LON	LG4	52001	53000	0.0172117797244354	827	391	22717	467
CLV	LG4	52001	53000	0.0017343904856293	827	21	12108	312
ARI	LG4	52001	53000	0.0084612268778972	827	188	22219	965
AUR	LG4	52001	53000	0.0055707843310637	827	126	22618	566
PUN-R	LG4	52001	53000	0.0248593670094891	827	875	35198	2062
PAR	LG4	52001	53000	0.0032126696832579	827	71	22100	1084
GRA	LG4	52001	53000	0.0290377851925331	827	644	22178	1006
CAL	LG4	52001	53000	0.0124818705225684	827	284	22753	431
PUN-Y	LG4	52001	53000	0.0159975769590836	827	581	36318	942
GRA	LG4	53001	54000	0.0159645827743493	483	119	7454	10326
PUN-R	LG4	53001	54000	0.0092985160917325	631	193	20756	7819
LON	LG4	53001	54000	0.0127767047986926	627	172	13462	4318
ARI	LG4	53001	54000	0.0042978048135413	632	65	15124	2656
CLV	LG4	53001	54000	0.006050605060506	546	33	5454	4071
PAR	LG4	53001	54000	0.0009663703131039	629	15	15522	2258
CAL	LG4	53001	54000	0.0050384513391673	628	76	15084	2696
PUN-Y	LG4	53001	54000	0.0047951363616902	632	112	23357	5218
AUR	LG4	53001	54000	0.0044998714322447	626	70	15556	2224
CLV	LG4	54001	55000	0.0030384054448225	652	25	8228	4237
PUN-R	LG4	54001	55000	0.0105875473207965	830	344	32491	4904
PAR	LG4	54001	55000	0.0033715130242009	829	73	21652	1616
LON	LG4	54001	55000	0.0072400175515577	830	132	18232	5036
AUR	LG4	54001	55000	0.0028201605322149	787	39	13829	9439
PUN-Y	LG4	54001	55000	0.0097074642529187	830	296	30492	6903
ARI	LG4	54001	55000	0.0087202666301419	830	191	21903	1365
CAL	LG4	54001	55000	0.0087229588276343	830	200	22928	340
GRA	LG4	54001	55000	0.0117216117216117	592	112	9555	13713
CLV	LG4	55001	56000	0.0123873873873873	462	44	3552	10008
PUN-R	LG4	55001	56000	0.005208049299231	903	191	36674	4006
PAR	LG4	55001	56000	0.0010028413839211	903	24	23932	1380
PUN-Y	LG4	55001	56000	0.0082209893931989	903	286	34789	5891
LON	LG4	55001	56000	0.004158177055179	903	100	24049	1263
AUR	LG4	55001	56000	0.0	735	0	980	24332
ARI	LG4	55001	56000	0.0073794330859052	900	170	23037	2275
CAL	LG4	55001	56000	0.002497985495568	903	62	24820	492
GRA	LG4	55001	56000	0.0107360431439129	811	215	20026	5286
GRA	LG4	56001	57000	0.0053430479659987	893	132	24705	383
CAL	LG4	56001	57000	0.0037278657968313	893	88	23606	1482
PAR	LG4	56001	57000	0.004795671598967	893	117	24397	691
LON	LG4	56001	57000	0.0058624010719819	893	140	23881	1207
PUN-R	LG4	56001	57000	0.0063608276864761	893	245	38517	1803
PUN-Y	LG4	56001	57000	0.0066444323793272	893	257	38679	1641
ARI	LG4	56001	57000	0.0052600572294226	893	125	23764	1324
AUR	LG4	56001	57000	0.0072927708289166	888	172	23585	1503
CLV	LG4	56001	57000	0.0022150281138183	852	26	11738	1702
PAR	LG4	57001	58000	0.0053814629299995	896	130	24157	987
GRA	LG4	57001	58000	0.0114783458156952	895	282	24568	576
PUN-R	LG4	57001	58000	0.0066020466344566	896	220	33323	7087
LON	LG4	57001	58000	0.0120391271632806	896	288	23922	1222
PUN-Y	LG4	57001	58000	0.0116814159292035	896	297	25425	14985
CLV	LG4	57001	58000	0.0060017147756501	381	21	3499	9971
CAL	LG4	57001	58000	0.0021822625698324	896	50	22912	2232
AUR	LG4	57001	58000	0.0095956696465184	896	234	24386	758
ARI	LG4	57001	58000	0.0122243802124985	896	107	8753	16391
CLV	LG4	58001	59000	0.0048899755501222	454	28	5726	7879
ARI	LG4	58001	59000	0.004155191573658	896	86	20697	4699
LON	LG4	58001	59000	0.0043788517677586	906	108	24664	732
AUR	LG4	58001	59000	0.005860006466214	906	145	24744	652
GRA	LG4	58001	59000	0.0034664839372808	906	86	24809	587
CAL	LG4	58001	59000	0.0033090668431502	906	80	24176	1220
PUN-R	LG4	58001	59000	0.0044223472458458	906	169	38215	2600
PAR	LG4	58001	59000	0.0029720706782835	906	73	24562	834
PUN-Y	LG4	58001	59000	0.0083531877027298	906	291	34837	5978
ARI	LG4	59001	60000	0.0119896731282544	894	274	22853	2683
CAL	LG4	59001	60000	0.0121110712720608	909	304	25101	435
AUR	LG4	59001	60000	0.0163405452364208	909	395	24173	1363
PUN-R	LG4	59001	60000	0.0057281059063136	909	225	39280	1760
GRA	LG4	59001	60000	0.0041403051730554	909	89	21496	4040
PAR	LG4	59001	60000	0.0075840566276228	909	180	23734	1802
LON	LG4	59001	60000	0.0059542967492758	909	148	24856	680
CLV	LG4	59001	60000	0.0	240	0	478	13202
PUN-Y	LG4	59001	60000	0.0264745854851861	909	974	36790	4250
AUR	LG4	60001	61000	0.008203281312525	695	82	9996	13972
CAL	LG4	60001	61000	0.0057937427578215	439	50	8630	15338
PUN-Y	LG4	60001	61000	0.0179746627179993	854	437	24312	14208
CLV	LG4	60001	61000	0.0	23	0	273	12567
PUN-R	LG4	60001	61000	0.0151821294269517	854	541	35634	2886
LON	LG4	60001	61000	0.0053152039555006	847	86	16180	7788
ARI	LG4	60001	61000	0.0065953076008217	525	61	9249	14719
PAR	LG4	60001	61000	0.0121500777604976	754	125	10288	13680
GRA	LG4	60001	61000	0.0	444	0	9262	14706
LON	LG4	61001	62000	0.0096884498480243	783	102	10528	14364
PUN-Y	LG4	61001	62000	0.0135349476578196	839	256	18914	21091
PAR	LG4	61001	62000	0.0085544259856186	744	69	8066	16826
AUR	LG4	61001	62000	0.0069944891903348	633	66	9436	15456
ARI	LG4	61001	62000	0.0081263591621838	400	71	8737	16155
CLV	LG4	61001	62000	0.0	164	0	768	12567
CAL	LG4	61001	62000	0.0110774253731343	422	95	8576	16316
GRA	LG4	61001	62000	0.0029195050743778	438	21	7193	17699
PUN-R	LG4	61001	62000	0.0060443711793392	886	176	29118	10887
CAL	LG4	62001	63000	0.0069133135295706	715	128	18515	1505
GRA	LG4	62001	63000	0.0017823496460762	715	35	19637	383
PUN-Y	LG4	62001	63000	0.0133968442988984	715	405	30231	1944
ARI	LG4	62001	63000	0.0060985395602632	715	114	18693	1327
AUR	LG4	62001	63000	0.0119925736364092	715	239	19929	91
CLV	LG4	62001	63000	0.0	310	0	870	9855
LON	LG4	62001	63000	0.0154053633487214	715	297	19279	741
PUN-R	LG4	62001	63000	0.0183941905871069	715	537	29194	2981
PAR	LG4	62001	63000	0.006794930523744	633	89	13098	6922
PUN-R	LG4	63001	64000	0.0247724067188101	902	966	38995	1640
LON	LG4	63001	64000	0.0272882771788853	902	686	25139	145
ARI	LG4	63001	64000	0.0035305225994498	902	86	24359	925
CAL	LG4	63001	64000	0.0062116811874798	902	154	24792	492
CLV	LG4	63001	64000	0.0	245	0	1173	12372
PUN-Y	LG4	63001	64000	0.0223304053338977	902	844	37796	2839
GRA	LG4	63001	64000	0.0041934582051998	902	105	25039	245
AUR	LG4	63001	64000	0.0121325430605831	902	305	25139	145
PAR	LG4	63001	64000	0.0132641291810842	902	322	24276	1008
PAR	LG4	64001	65000	0.0224699529698658	738	387	17223	3973
LON	LG4	64001	65000	0.0265928254253355	756	533	20043	1153
PUN-R	LG4	64001	65000	0.031321149467725	756	1018	32502	1563
PUN-Y	LG4	64001	65000	0.0337784038708887	756	1103	32654	1411
GRA	LG4	64001	65000	0.0113187399893219	722	212	18730	2466
AUR	LG4	64001	65000	0.0150634928795434	756	293	19451	1745
ARI	LG4	64001	65000	0.0027020265198899	756	54	19985	1211
CLV	LG4	64001	65000	0.008496395468589	473	33	3884	7471
CAL	LG4	64001	65000	0.0090550979689978	756	177	19547	1649
ARI	LG4	65001	66000	0.0032944644327885	885	76	23069	1711
CLV	LG4	65001	66000	0.007455268389662	877	90	12072	1203
CAL	LG4	65001	66000	0.0020810380707552	885	51	24507	273
GRA	LG4	65001	66000	0.001548187330667	872	36	23253	1527
PUN-R	LG4	65001	66000	0.0115696104897801	885	420	36302	3523
AUR	LG4	65001	66000	0.013230132301323	885	294	22222	2558
LON	LG4	65001	66000	0.0042858473865648	885	92	21466	3314
PAR	LG4	65001	66000	0.0070570369377819	885	158	22389	2391
PUN-Y	LG4	65001	66000	0.0107073851438385	885	399	37264	2561
LON	LG4	66001	67000	0.0096502317741255	865	229	23730	574
CAL	LG4	66001	67000	0.0041515535550408	865	95	22883	1421
ARI	LG4	66001	67000	0.005492574039898	865	125	22758	1546
GRA	LG4	66001	67000	0.0	730	0	17734	6570
PUN-R	LG4	66001	67000	0.0141077512776831	865	530	37568	1492
AUR	LG4	66001	67000	0.0245019464163041	865	535	21835	2469
PAR	LG4	66001	67000	0.0046235138705416	858	77	16654	7650
CLV	LG4	66001	67000	0.01393913598638	865	131	9398	3622
PUN-Y	LG4	66001	67000	0.0193111898356551	865	725	37543	1517
AUR	LG4	67001	68000	0.0098364405810362	696	172	17486	2114
LON	LG4	67001	68000	0.0015939641889378	699	30	18821	779
ARI	LG4	67001	68000	0.0075646656905807	699	124	16392	3208
PUN-Y	LG4	67001	68000	0.0134026805361072	699	335	24995	6505
GRA	LG4	67001	68000	0.0013963821009203	634	22	15755	3845
CLV	LG4	67001	68000	0.0105344014045868	697	96	9113	1387
CAL	LG4	67001	68000	0.0037641154328732	699	69	18331	1269
PAR	LG4	67001	68000	0.005442878423284	698	95	17454	2146
PUN-R	LG4	67001	68000	0.0062828421293123	699	165	26262	5238
PAR	LG4	68001	69000	0.0027167959335699	879	62	22821	1903
PUN-Y	LG4	68001	69000	0.0094214174565002	879	333	35345	4390
AUR	LG4	68001	69000	0.0111131864026895	879	238	21416	3308
LON	LG4	68001	69000	0.0027910685805422	878	63	22572	2152
ARI	LG4	68001	69000	0.0070809693451202	879	161	22737	1987
CLV	LG4	68001	69000	0.0254489580332276	871	265	10413	2832
GRA	LG4	68001	69000	0.0023611755281022	879	56	23717	1007
CAL	LG4	68001	69000	0.0050253471456909	878	114	22685	2039
PUN-R	LG4	68001	69000	0.0078524720238583	879	287	36549	3186
PAR	LG4	69001	70000	0.0031068180534372	831	55	17703	6153
PUN-Y	LG4	69001	70000	0.0028951939779965	827	90	31086	7254
PUN-R	LG4	69001	70000	0.0016594000130149	833	51	30734	7606
LON	LG4	69001	70000	0.0040757492917143	837	82	20119	3737
ARI	LG4	69001	70000	0.0027649769585253	822	39	14105	9751
CLV	LG4	69001	70000	0.0049429210309521	649	42	8497	4283
GRA	LG4	69001	70000	0.0015224437678027	812	31	20362	3494
CAL	LG4	69001	70000	0.0032628741665484	818	46	14098	9758
AUR	LG4	69001	70000	0.0008154389779831	830	15	18395	5461
LON	LG4	70001	71000	0.0007568590350047	785	4	5285	21763
CLV	LG4	70001	71000	0.0	141	0	704	13786
PAR	LG4	70001	71000	0.0	251	0	595	26453
CAL	LG4	70001	71000	0.0	335	0	1904	25144
GRA	LG4	70001	71000	0.0	264	0	2205	24843
PUN-R	LG4	70001	71000	0.0024530471444998	789	32	13045	30425
AUR	LG4	70001	71000	0.0	63	0	327	26721
PUN-Y	LG4	70001	71000	0.0014844136566056	669	15	10105	33365
ARI	LG4	70001	71000	0.0033071517155849	271	8	2419	24629
CAL	LG4	71001	72000	NA	0	0	0	27972
LON	LG4	71001	72000	0.0	225	0	711	27261
PUN-Y	LG4	71001	72000	0.0	49	0	49	44906
PAR	LG4	71001	72000	0.0	79	0	79	27893
PUN-R	LG4	71001	72000	0.0	274	0	274	44681
GRA	LG4	71001	72000	0.0	55	0	55	27917
AUR	LG4	71001	72000	NA	0	0	0	27972
ARI	LG4	71001	72000	0.0	200	0	200	27772
CLV	LG4	71001	72000	0.0	378	0	1456	13529
PUN-Y	LG4	72001	73000	0.0	75	0	75	44880
LON	LG4	72001	73000	0.0	231	0	811	27161
PAR	LG4	72001	73000	0.0	17	0	17	27955
CAL	LG4	72001	73000	NA	0	0	0	27972
GRA	LG4	72001	73000	NA	0	0	0	27972
AUR	LG4	72001	73000	NA	0	0	0	27972
ARI	LG4	72001	73000	0.0	198	0	1163	26809
CLV	LG4	72001	73000	NA	0	0	0	14985
PUN-R	LG4	72001	73000	0.0	117	0	117	44838
PAR	LG4	73001	74000	0.0	53	0	53	27191
CLV	LG4	73001	74000	0.0	15	0	15	14580
CAL	LG4	73001	74000	0.0	75	0	140	27104
AUR	LG4	73001	74000	0.0	37	0	132	27112
ARI	LG4	73001	74000	0.0	473	0	7845	19399
LON	LG4	73001	74000	0.007192254495159	480	26	3615	23629
PUN-Y	LG4	73001	74000	0.0	469	0	651	43134
GRA	LG4	73001	74000	0.0	38	0	158	27086
PUN-R	LG4	73001	74000	0.0	343	0	343	43442
PUN-Y	LG4	74001	75000	NA	0	0	0	45000
PUN-R	LG4	74001	75000	NA	0	0	0	45000
GRA	LG4	74001	75000	NA	0	0	0	28000
CAL	LG4	74001	75000	NA	0	0	0	28000
CLV	LG4	74001	75000	NA	0	0	0	15000
ARI	LG4	74001	75000	NA	0	0	0	28000
AUR	LG4	74001	75000	NA	0	0	0	28000
LON	LG4	74001	75000	NA	0	0	0	28000
PAR	LG4	74001	75000	NA	0	0	0	28000
PUN-Y	LG4	75001	76000	0.0036396724294813	202	8	2198	40237
PUN-R	LG4	75001	76000	0.0	128	0	2236	40199
GRA	LG4	75001	76000	0.0	164	0	3540	22864
PAR	LG4	75001	76000	0.0	151	0	1574	24830
CLV	LG4	75001	76000	0.0	38	0	223	13922
ARI	LG4	75001	76000	0.0	140	0	540	25864
AUR	LG4	75001	76000	0.0	178	0	3900	22504
CAL	LG4	75001	76000	0.0	189	0	1520	24884
LON	LG4	75001	76000	0.0060150375939849	200	12	1995	24409
CAL	LG4	76001	77000	0.0063458947276915	846	146	23007	765
PUN-Y	LG4	76001	77000	0.0070751888715673	846	236	33356	4849
PUN-R	LG4	76001	77000	0.0036901458345633	846	125	33874	4331
LON	LG4	76001	77000	0.0078718906032117	846	175	22231	1541
CLV	LG4	76001	77000	0.0187200696560731	842	215	11485	1250
ARI	LG4	76001	77000	0.004381960927515	800	48	10954	12818
PAR	LG4	76001	77000	0.0039555758405598	846	78	19719	4053
AUR	LG4	76001	77000	0.0074701195219123	846	165	22088	1684
GRA	LG4	76001	77000	0.0010857272110382	838	24	22105	1667
GRA	LG4	77001	78000	0.0026350461133069	358	12	4554	17706
PUN-Y	LG4	77001	78000	0.0050558997365235	787	142	28086	7689
CAL	LG4	77001	78000	0.007072135785007	793	145	20503	1757
PAR	LG4	77001	78000	0.0034736842105263	776	66	19000	3260
LON	LG4	77001	78000	0.0061408661291183	793	115	18727	3533
CLV	LG4	77001	78000	0.0093378607809847	767	88	9424	2501
AUR	LG4	77001	78000	0.0013679170831798	789	26	19007	3253
ARI	LG4	77001	78000	0.0078671328671328	756	72	9152	13108
PUN-R	LG4	77001	78000	0.0019969227747405	793	61	30547	5228
PUN-R	LG4	78001	79000	0.0011142061281337	903	42	37695	2940
CAL	LG4	78001	79000	0.0039535883111302	903	92	23270	2014
GRA	LG4	78001	79000	0.0010481722496396	894	24	22897	2387
ARI	LG4	78001	79000	0.0046393460731249	870	84	18106	7178
PUN-Y	LG4	78001	79000	0.0035140027686082	903	132	37564	3071
AUR	LG4	78001	79000	0.0060228622936042	903	147	24407	877
CLV	LG4	78001	79000	0.0111581377452866	903	145	12995	550
PAR	LG4	78001	79000	0.0012152637122255	903	30	24686	598
LON	LG4	78001	79000	0.0016676703571594	903	36	21587	3697
LON	LG4	79001	80000	0.0031447808732814	912	78	24803	1013
ARI	LG4	79001	80000	0.0013315041962556	912	33	24784	1032
AUR	LG4	79001	80000	0.0052412579018964	912	131	24994	822
PUN-Y	LG4	79001	80000	0.0033540846144073	912	132	39355	2135
PAR	LG4	79001	80000	0.0014403117851393	912	34	23606	2210
CLV	LG4	79001	80000	0.0081648522550544	912	105	12860	970
CAL	LG4	79001	80000	0.0029588197146562	912	73	24672	1144
GRA	LG4	79001	80000	0.0005787276259766	912	14	24191	1625
PUN-R	LG4	79001	80000	0.0010662089769594	912	41	38454	3036
AUR	LG4	80001	81000	0.0046533826512349	926	117	25143	925
CLV	LG4	80001	81000	0.0030457625828066	925	40	13133	832
CAL	LG4	80001	81000	0.0057785534225324	926	149	25785	283
LON	LG4	80001	81000	0.0027041422542713	926	66	24407	1661
ARI	LG4	80001	81000	0.0037286504690882	926	93	24942	1126
PUN-R	LG4	80001	81000	0.0006758786422349	926	27	39948	1947
PUN-Y	LG4	80001	81000	0.0017070757050964	926	69	40420	1475
GRA	LG4	80001	81000	0.0013966480446927	926	36	25776	292
PAR	LG4	80001	81000	0.0044419087982395	926	109	24539	1529
AUR	LG4	81001	82000	0.003315296090237	953	87	26242	582
ARI	LG4	81001	82000	0.0012473436200683	918	27	21646	5178
CLV	LG4	81001	82000	0.0031972637370808	953	43	13449	921
PUN-Y	LG4	81001	82000	0.003166999334664	953	119	37575	5535
PAR	LG4	81001	82000	0.0027034333603676	952	70	25893	931
LON	LG4	81001	82000	0.0052747083509798	953	137	25973	851
PUN-R	LG4	81001	82000	0.0014324560551616	953	59	41188	1922
GRA	LG4	81001	82000	0.00137367878811	953	36	26207	617
CAL	LG4	81001	82000	0.0069701009331555	953	183	26255	569
CAL	LG4	82001	83000	0.0047164057735312	939	116	24595	1725
LON	LG4	82001	83000	0.001943407960199	939	50	25728	592
PAR	LG4	82001	83000	0.0015819402283124	917	37	23389	2931
GRA	LG4	82001	83000	0.0	898	0	23559	2761
PUN-Y	LG4	82001	83000	0.0022662456712161	939	89	39272	3028
PUN-R	LG4	82001	83000	0.0009429761374649	939	36	38177	4123
ARI	LG4	82001	83000	0.00103100959632	939	26	25218	1102
CLV	LG4	82001	83000	0.00734249171009	919	93	12666	1434
AUR	LG4	82001	83000	0.0042854854213393	939	107	24968	1352
LON	LG4	83001	84000	0.0115575456855863	678	191	16526	2570
CAL	LG4	83001	84000	0.021830492645342	678	374	17132	1964
GRA	LG4	83001	84000	0.0179110919292188	556	166	9268	9828
PAR	LG4	83001	84000	0.0162534108435164	672	274	16858	2238
PUN-Y	LG4	83001	84000	0.0141302811925957	678	400	28308	2382
AUR	LG4	83001	84000	0.0183972911963882	678	326	17720	1376
CLV	LG4	83001	84000	0.0183902555529018	578	77	4187	6043
ARI	LG4	83001	84000	0.0126337354882768	678	222	17572	1524
PUN-R	LG4	83001	84000	0.0062908641102668	678	178	28295	2395
PUN-Y	LG4	84001	85000	0.0057305055698371	916	214	37344	4146
LON	LG4	84001	85000	0.0073432658432021	916	173	23559	2257
AUR	LG4	84001	85000	0.0033598966185655	916	78	23215	2601
ARI	LG4	84001	85000	0.0031466331025802	916	75	23835	1981
CAL	LG4	84001	85000	0.0089013331104517	916	213	23929	1887
GRA	LG4	84001	85000	0.0022974286471679	886	52	22634	3182
PUN-R	LG4	84001	85000	0.0021676300578034	916	84	38752	2738
PAR	LG4	84001	85000	0.0045716727195043	916	107	23405	2411
CLV	LG4	84001	85000	0.0047130112775627	888	56	11882	1948
AUR	LG4	85001	86000	0.0074653215636822	812	148	19825	3079
ARI	LG4	85001	86000	0.006353311593388	766	113	17786	5118
PUN-R	LG4	85001	86000	0.0018343815513626	815	56	30528	6282
LON	LG4	85001	86000	0.0066623484778384	815	144	21614	1290
PAR	LG4	85001	86000	0.0109204368174727	815	224	20512	2392
CLV	LG4	85001	86000	0.0052580092932257	733	43	8178	4092
PUN-Y	LG4	85001	86000	0.0046708704500717	814	140	29973	6837
CAL	LG4	85001	86000	0.0108863920099875	815	218	20025	2879
GRA	LG4	85001	86000	0.002455975335737	782	47	19137	3767
ARI	LG4	86001	87000	0.009194327567399	839	59	6417	17831
AUR	LG4	86001	87000	0.0127716355318337	865	268	20984	3264
LON	LG4	86001	87000	0.0140724369672094	865	312	22171	2077
CLV	LG4	86001	87000	0.0182194616977225	706	132	7245	5745
PUN-Y	LG4	86001	87000	0.0044008714596949	863	101	22950	16020
PAR	LG4	86001	87000	0.0102390937312782	859	188	18361	5887
PUN-R	LG4	86001	87000	0.0050060632443021	865	161	32161	6809
GRA	LG4	86001	87000	0.0258845437616387	615	278	10740	13508
CAL	LG4	86001	87000	0.0120926323653002	862	259	21418	2830
LON	LG4	87001	88000	0.003380916604057	797	27	7986	17578
PAR	LG4	87001	88000	0.0	509	0	8441	17123
CAL	LG4	87001	88000	0.0053314121037463	844	37	6940	18624
CLV	LG4	87001	88000	0.0	86	0	175	13520
ARI	LG4	87001	88000	0.002373887240356	391	4	1685	23879
AUR	LG4	87001	88000	0.0044355732978487	829	20	4509	21055
PUN-R	LG4	87001	88000	0.0	511	0	5750	35335
PUN-Y	LG4	87001	88000	0.0015527950310559	633	8	5152	35933
GRA	LG4	87001	88000	0.0379146919431279	222	56	1477	24087
LON	LG4	88001	89000	0.0211046602855797	859	269	12746	13350
CLV	LG4	88001	89000	0.0025990903183885	432	8	3078	10902
PUN-R	LG4	88001	89000	0.0124834367808075	925	358	28678	13262
CAL	LG4	88001	89000	0.0217948717948717	809	170	7800	18296
GRA	LG4	88001	89000	0.0009677986978708	747	11	11366	14730
AUR	LG4	88001	89000	0.0240186991214636	893	298	12407	13689
ARI	LG4	88001	89000	0.0025894157630684	445	16	6179	19917
PAR	LG4	88001	89000	0.008688860685346	472	89	10243	15853
PUN-Y	LG4	88001	89000	0.0152459099427645	931	301	19743	22197
ARI	LG4	89001	90000	0.0123080909503141	862	190	15437	8783
CLV	LG4	89001	90000	0.0021287919105907	534	8	3758	9217
LON	LG4	89001	90000	0.0210207649341235	859	493	23453	767
PAR	LG4	89001	90000	0.014944222268996	864	355	23755	465
PUN-Y	LG4	89001	90000	0.0173245536814676	864	492	28399	10526
PUN-R	LG4	89001	90000	0.0143370115063035	864	547	38153	772
AUR	LG4	89001	90000	0.0231700674571584	864	553	23867	353
CAL	LG4	89001	90000	0.025	864	489	19560	4660
GRA	LG4	89001	90000	0.0008708633988554	864	21	24114	106
LON	LG4	90001	91000	0.0063286194233924	856	81	12799	12289
PUN-R	LG4	90001	91000	0.0052437425688241	895	172	32801	7519
PUN-Y	LG4	90001	91000	0.0107054625308811	895	351	32787	7533
PAR	LG4	90001	91000	0.0083875887148806	860	143	17049	8039
GRA	LG4	90001	91000	0.0265496874820803	828	463	17439	7649
AUR	LG4	90001	91000	0.0118610391956168	864	197	16609	8479
ARI	LG4	90001	91000	0.0	830	0	11721	13367
CLV	LG4	90001	91000	0.0015455950540958	581	4	2588	10852
CAL	LG4	90001	91000	0.0068001096791883	874	124	18235	6853
GRA	LG4	91001	92000	0.0160829607550919	789	259	16104	6072
ARI	LG4	91001	92000	0.0077120822622107	700	78	10114	12062
CLV	LG4	91001	92000	0.0005361930294906	653	3	5595	6285
CAL	LG4	91001	92000	0.0173586548402894	791	319	18377	3799
AUR	LG4	91001	92000	0.0257291913682712	774	434	16868	5308
LON	LG4	91001	92000	0.0163323393873678	712	241	14756	7420
PAR	LG4	91001	92000	0.0119462419113987	782	144	12054	10122
PUN-Y	LG4	91001	92000	0.0055852097988617	791	158	28289	7351
PUN-R	LG4	91001	92000	0.0081894794073671	791	241	29428	6212
PUN-Y	LG4	92001	93000	0.0243116145633078	754	822	33811	209
ARI	LG4	92001	93000	0.0343962564523131	754	713	20729	439
CLV	LG4	92001	93000	0.0236566809320019	715	199	8412	2928
CAL	LG4	92001	93000	0.0272356953391436	754	575	21112	56
LON	LG4	92001	93000	0.0271270036991368	754	572	21086	82
AUR	LG4	92001	93000	0.0273273995669954	754	568	20785	383
PAR	LG4	92001	93000	0.0334638475593839	754	641	19155	2013
PUN-R	LG4	92001	93000	0.0233527939949958	754	784	33572	448
GRA	LG4	92001	93000	0.0401299350324837	754	803	20010	1158
ARI	LG4	93001	94000	0.0161075104841784	484	169	10492	13868
CAL	LG4	93001	94000	0.0152517313827717	641	196	12851	11509
CLV	LG4	93001	94000	0.0477453580901856	497	252	5278	7772
AUR	LG4	93001	94000	0.0104400278400742	650	135	12931	11429
GRA	LG4	93001	94000	0.0273113120501937	589	296	10838	13522
PUN-R	LG4	93001	94000	0.0145097240606862	636	285	19642	19508
PUN-Y	LG4	93001	94000	0.0139288417865253	607	276	19815	19335
LON	LG4	93001	94000	0.0217784476262245	725	289	13270	11090
PAR	LG4	93001	94000	0.030551550108147	612	339	11096	13264
ARI	LG4	94001	95000	0.0087152094461624	271	31	3557	23519
CLV	LG4	94001	95000	0.0274240940254652	260	28	1021	13484
AUR	LG4	94001	95000	0.0125190323126374	856	74	5911	21165
PUN-Y	LG4	94001	95000	0.0143472022955523	617	140	9758	33757
PUN-R	LG4	94001	95000	0.0068765590237982	780	102	14833	28682
